"","Root","Seed","Soil","Stem"
"ASV324",1,0,0,1
"ASV325",0,0,1,0
"ASV329",0,1,0,0
"ASV330",0,1,0,0
"ASV334",0,1,0,0
"ASV336",0,1,0,0
"ASV337",0,1,0,0
"ASV343",0,0,1,0
"ASV348",0,1,0,0
"ASV349",0,1,0,0
"ASV352",0,0,1,0
"ASV355",0,1,0,0
"ASV359",0,0,1,0
"ASV360",0,1,0,0
"ASV365",0,0,1,0
"ASV366",0,0,1,0
"ASV371",0,0,1,0
"ASV372",1,0,0,0
"ASV374",0,1,0,0
"ASV378",0,0,1,0
"ASV379",0,0,1,0
"ASV381",0,0,1,0
"ASV384",0,0,1,0
"ASV386",0,1,0,0
"ASV391",0,0,1,0
"ASV400",0,1,0,0
"ASV406",0,0,1,0
"ASV407",0,0,1,0
"ASV410",0,1,0,0
"ASV416",0,0,1,0
"ASV421",0,1,0,0
"ASV426",0,1,0,0
"ASV427",0,0,1,0
"ASV428",0,0,1,0
"ASV431",0,0,1,0
"ASV437",0,0,1,0
"ASV441",0,0,1,0
"ASV446",0,0,1,0
"ASV456",0,0,1,0
"ASV457",0,1,0,0
"ASV463",0,0,1,0
"ASV465",0,0,1,0
"ASV467",0,0,1,0
"ASV468",0,0,1,0
"ASV474",0,1,1,0
"ASV475",0,1,0,0
"ASV478",0,0,1,0
"ASV479",0,0,1,0
"ASV480",0,0,1,0
"ASV481",0,1,0,0
"ASV485",0,0,1,0
"ASV487",0,0,1,0
"ASV488",0,0,1,0
"ASV489",0,1,0,0
"ASV490",0,1,0,0
"ASV492",0,0,1,0
"ASV493",0,1,0,0
"ASV500",0,0,1,0
"ASV501",0,0,1,0
"ASV502",0,1,0,0
"ASV507",0,0,1,0
"ASV508",0,0,1,0
"ASV509",0,1,0,0
"ASV510",0,1,0,0
"ASV514",0,0,1,0
"ASV515",0,1,0,0
"ASV516",0,1,0,0
"ASV517",0,1,0,0
"ASV520",0,0,1,0
"ASV521",0,0,1,0
"ASV522",0,0,1,0
"ASV523",0,1,0,0
"ASV530",0,0,1,0
"ASV531",0,0,1,0
"ASV532",0,1,0,0
"ASV533",0,1,0,0
"ASV541",0,0,1,0
"ASV542",0,1,0,0
"ASV543",0,1,0,0
"ASV551",0,0,1,0
"ASV552",0,1,0,0
"ASV556",0,0,1,0
"ASV557",0,0,1,0
"ASV558",0,1,0,0
"ASV562",0,0,1,0
"ASV563",0,0,1,0
"ASV564",0,0,1,0
"ASV565",0,1,0,0
"ASV573",0,0,1,0
"ASV576",0,1,0,0
"ASV577",0,1,0,0
"ASV578",0,1,0,0
"ASV584",0,0,1,0
"ASV585",0,1,0,0
"ASV592",0,0,1,0
"ASV593",0,0,1,0
"ASV594",0,0,1,0
"ASV595",0,1,0,0
"ASV600",0,0,0,1
"ASV605",0,0,1,0
"ASV606",0,0,1,0
"ASV607",0,0,1,0
"ASV614",0,0,1,0
"ASV615",0,0,1,0
"ASV616",0,0,1,0
"ASV617",0,0,1,0
"ASV618",0,1,0,0
"ASV619",0,1,0,0
"ASV620",0,1,0,0
"ASV627",0,1,0,0
"ASV628",0,1,0,0
"ASV629",0,1,0,0
"ASV630",0,1,0,0
"ASV637",1,0,0,0
"ASV639",0,0,1,0
"ASV642",0,0,1,0
"ASV643",0,0,1,0
"ASV644",0,0,1,0
"ASV645",0,0,1,0
"ASV646",0,0,1,0
"ASV647",0,1,0,0
"ASV659",0,0,1,0
"ASV660",0,0,1,0
"ASV661",0,0,1,0
"ASV662",0,0,1,0
"ASV663",0,1,0,0
"ASV664",0,1,0,0
"ASV679",0,0,1,0
"ASV680",0,0,1,0
"ASV681",0,0,1,0
"ASV682",0,0,1,0
